title,author,genre,rating,image_url
Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy,4.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1474169725i/15881.jpg
The Guardian,Nicholas Sparks,Romance,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388195339i/15925.jpg
The Notebook,Nicholas Sparks,Romance,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385738917i/15931.jpg
A Dance to the Music of Time: 2nd Movement,Anthony Powell,Fiction,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1645735861i/16115.jpg
Sister of My Heart,Chitra Banerjee Divakaruni,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403188554i/16235.jpg
Tales of the City,Armistead Maupin,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483075229i/16255.jpg
The Magus,John Fowles,Fiction,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441323311i/16286.jpg
A Murder Is Announced,Agatha Christie,Mystery,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348508635i/16298.jpg
And Then There Were None,Agatha Christie,Mystery,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638425885i/16299.jpg
Crooked House,Agatha Christie,Mystery,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923185i/16315.jpg
Witness for the Prosecution and Selected Plays,Agatha Christie,Mystery,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387744754i/16320.jpg
The A.B.C. Murders,Agatha Christie,Mystery,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389733983i/16322.jpg
The Murder of Roger Ackroyd,Agatha Christie,Mystery,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389734015i/16328.jpg
Murder at the Vicarage,Agatha Christie,Mystery,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388386575i/16331.jpg
The Mysterious Affair at Styles,Agatha Christie,Mystery,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922393i/16343.jpg
"Carry On, Jeeves",P.G. Wodehouse,Fiction,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358970388i/16387.jpg
Peril at End House,Agatha Christie,Mystery,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327938128i/16424.jpg
Life Expectancy,Dean Koontz,Horror,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308458308i/16435.jpg
The Book of Imaginary Beings,Jorge Luis Borges,Fantasy,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1622618097i/16568.jpg
The Barrytown Trilogy: The Commitments / The Snapper / The Van,Roddy Doyle,Fiction,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528125385i/16579.jpg
Steppenwolf,Hermann Hesse,Fiction,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389332672i/16631.jpg
The Glass Bead Game,Hermann Hesse,Fiction,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922806i/16634.jpg
Citizen of the Galaxy,Robert A. Heinlein,Science Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386920606i/16689.jpg
The Moon Is a Harsh Mistress,Robert A. Heinlein,Science Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690.jpg
Beach Music,Pat Conroy,Fiction,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1426903848i/16729.jpg
The Prince of Tides,Pat Conroy,Fiction,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1512744907i/16735.jpg
Michael Crichton's Jurassic World: Jurassic Park / The Lost World,Michael Crichton,Fiction,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392990908i/16752.jpg
Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,Fantasy,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1682792067i/16790.jpg
Stardust,Neil Gaiman,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459127484i/16793.jpg
A Single Man,Christopher Isherwood,Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646305232i/16842.jpg
Children of God,Mary Doria Russell,Science Fiction,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1373509005i/16948.jpg
My Ishmael,Daniel Quinn,Fiction,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388281281i/17022.jpg
Coraline,Neil Gaiman,Fantasy,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061.jpg
Go Tell It on the Mountain,James Baldwin,Fiction,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1701361318i/17143.jpg
Starship Troopers,Robert A. Heinlein,Science Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214.jpg
Dracula,Bram Stoker,Horror,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387151694i/17245.jpg
Till We Have Faces,C.S. Lewis,Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1381692105i/17343.jpg
The Faraway Tree Stories,Enid Blyton,Fantasy,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388863626i/17490.jpg
The Enchanted Wood,Enid Blyton,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428732266i/17491.jpg
Dead Beat,Jim Butcher,Fantasy,4.41,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627927030i/17683.jpg
Labyrinths: Selected Stories & Other Writings,Jorge Luis Borges,Fiction,4.45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1691959914i/17717.jpg
Dance Dance Dance,Haruki Murakami,Fiction,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1514582521i/17800.jpg
Collected Fictions,Jorge Luis Borges,Fiction,4.57,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1705868168i/17961.jpg
"Right Ho, Jeeves",P.G. Wodehouse,Fiction,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166855734i/18035.jpg
The World of Jeeves,P.G. Wodehouse,Fiction,4.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1290224792i/18045.jpg
His Dark Materials,Philip Pullman,Fantasy,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442329494i/18116.jpg
The Amber Spyglass,Philip Pullman,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329189152i/18122.jpg
The Cyberiad,Stanisław Lem,Science Fiction,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166889908i/18194.jpg
It,Stephen King,Horror,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309376909i/18342.jpg
Flowers for Algernon,Daniel Keyes,Fiction,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689071681i/18373.jpg
The Left Hand of Darkness,Ursula K. Le Guin,Science Fiction,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423.jpg
The Return of the King,J.R.R. Tolkien,Fantasy,4.56,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1520258755i/18512.jpg
The Player of Games,Iain M. Banks,Science Fiction,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922873i/18630.jpg
Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327934717i/18749.jpg
The Captive / The Fugitive,Marcel Proust,Fiction,4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657565705i/18801.jpg
Polgara the Sorceress,David Eddings,Fantasy,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403179783i/18884.jpg
Smiley's People,John le Carré,Fiction,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348407722i/18999.jpg
I Am the Messenger,Markus Zusak,Young Adult,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057.jpg
The Brothers Lionheart,Astrid Lindgren,Fantasy,4.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388269738i/19312.jpg
"Ronia, the Robber's Daughter",Astrid Lindgren,Fantasy,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451632787i/19314.jpg
The Spy Who Came In from the Cold,John le Carré,Fiction,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327719782i/19494.jpg
The Mandarins,Simone de Beauvoir,Fiction,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1484025834i/19528.jpg
Les Mandarins: Tome 1,Simone de Beauvoir,Fiction,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386749315i/19530.jpg
The Brothers K,David James Duncan,Fiction,4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403176622i/19534.jpg
Family Matters,Rohinton Mistry,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388279746i/19661.jpg
Without Remorse,Tom Clancy,Fiction,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310082706i/19668.jpg
Debt of Honor,Tom Clancy,Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310086695i/19670.jpg
Executive Orders,Tom Clancy,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419127064i/19675.jpg
The Hunt for Red October,Tom Clancy,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1281995542i/19691.jpg
Riddle-Master,Patricia A. McKillip,Fantasy,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401387247i/19821.jpg
Dragon's Fire,Anne McCaffrey,Fantasy,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389824848i/20075.jpg
Halloween,Curtis Richards,Horror,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1697000109i/20811.jpg
Crown Duel,Sherwood Smith,Fantasy,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360507771i/21060.jpg
The Bloody Crown of Conan,Robert E. Howard,Fantasy,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330203466i/21063.jpg
Caught Stealing,Charlie Huston,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389539015i/21278.jpg
Prodigal Son,Dean Koontz,Horror,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1167321609i/21337.jpg
Aesop’s Fables,Aesop,Fiction,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389064715i/21348.jpg
Cat & Mouse,James Patterson,Mystery,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1514315840i/21436.jpg
The Forever War,Joe Haldeman,Science Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386852511i/21611.jpg
Mystic River,Dennis Lehane,Mystery,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407109549i/21671.jpg
Shutter Island,Dennis Lehane,Mystery,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329269081i/21686.jpg
Triptych,Karin Slaughter,Mystery,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442531921i/21717.jpg
Blindsighted,Karin Slaughter,Mystery,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390283925i/21718.jpg
Kisscut,Karin Slaughter,Thriller,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348096108i/21719.jpg
A Faint Cold Fear,Karin Slaughter,Thriller,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394126332i/21721.jpg
Without Fail,Lee Child,Thriller,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328000911i/21745.jpg
The Princess Bride,William Goldman,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327903636i/21787.jpg
The Sicilian,Mario Puzo,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1427584738i/22026.jpg
The Godfather,Mario Puzo,Fiction,4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394988109i/22034.jpg
Count Zero,William Gibson,Science Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390358225i/22200.jpg
This Lullaby,Sarah Dessen,Young Adult,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397779294i/22205.jpg
Lullabies for Little Criminals,Heather O'Neill,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327893204i/22207.jpg
Invisible Monsters,Chuck Palahniuk,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348348816i/22290.jpg
Burning Chrome,William Gibson,Science Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349075772i/22323.jpg
The Wolves in the Walls,Neil Gaiman,Fantasy,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415581029i/22341.jpg
Ubik,Philip K. Dick,Science Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327995569i/22590.jpg
The Collected Stories of Philip K. Dick 1: The Short Happy Life of the Brown Oxford,Philip K. Dick,Science Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1262260410i/22592.jpg
The Perks of Being a Wallflower,Stephen Chbosky,Young Adult,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650033115i/22628.jpg
The Gold Bug Variations,Richard Powers,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439346118i/23012.jpg
The River Why,David James Duncan,Fiction,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385086992i/23196.jpg
Darkest Hour,Jenny Carroll,Young Adult,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187645i/23224.jpg
Dragons of Winter Night,Margaret Weis,Fantasy,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348585266i/23454.jpg
The Silence of the Lambs,Thomas  Harris,Horror,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1647930822i/23807.jpg
Trainspotting: A Screenplay,John Hodge,Fiction,4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1167484357i/23951.jpg
Trainspotting,Irvine Welsh,Fiction,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375258001i/23955.jpg
Street Magic,Tamora Pierce,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328861813i/24093.jpg
Wolf-Speaker,Tamora Pierce,Fantasy,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1495451734i/24094.jpg
The Runaway Jury,John Grisham,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388444668i/24192.jpg
Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,Fantasy,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630487234i/24213.jpg
The Black Ice,Michael Connelly,Mystery,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1372241876i/24244.jpg
Ella Enchanted,Gail Carson Levine,Fantasy,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410727190i/24337.jpg
Water Music,T. Coraghessan Boyle,Fiction,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519783443i/24726.jpg
The Castle of Llyr,Lloyd Alexander,Fantasy,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405714238i/24779.jpg
The High King,Lloyd Alexander,Fantasy,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407209964i/24781.jpg
Taran Wanderer,Lloyd Alexander,Fantasy,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406315774i/24782.jpg
The Black Cauldron,Lloyd Alexander,Fantasy,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405377996i/24784.jpg
House of Leaves,Mark Z. Danielewski,Horror,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403889034i/24800.jpg
The Illustrated Man,Ray Bradbury,Science Fiction,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374049820i/24830.jpg
The Sot-Weed Factor,John Barth,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349029340i/24835.jpg
The Floating Opera / The End of the Road,John Barth,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657593917i/24836.jpg
Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421510580i/24861.jpg
The Masterharper of Pern,Anne McCaffrey,Fantasy,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347779649i/24870.jpg
Greenwitch,Susan Cooper,Fantasy,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531230073i/24963.jpg
Doomsday Book,Connie Willis,Science Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403972500i/24983.jpg
Silence,Shūsaku Endō,Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503294393i/25200.jpg
The Dark Mirror,Juliet Marillier,Fantasy,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389840171i/25296.jpg
March Upcountry,David Weber,Science Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529491335i/25320.jpg
Bastard Out of Carolina,Dorothy Allison,Fiction,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1424648725i/25354.jpg
The Slave,Isaac Bashevis Singer,Fiction,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439985430i/25743.jpg
Lost Illusions,Honoré de Balzac,Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348557220i/25932.jpg
Morrigan's Cross,Nora Roberts,Romance,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1457728199i/26046.jpg
Angels Fall,Nora Roberts,Romance,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442931263i/26050.jpg
The Joke,Milan Kundera,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448044837i/26114.jpg
Something Rotten,Jasper Fforde,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479773726i/26999.jpg
Lost in a Good Book,Jasper Fforde,Fantasy,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1596991927i/27000.jpg
The Well of Lost Plots,Jasper Fforde,Fantasy,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304713470i/27001.jpg
First Among Sequels,Jasper Fforde,Fantasy,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338467549i/27002.jpg
The Death of Virgil,Hermann Broch,Fiction,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436853064i/27426.jpg
The Wicked Day,Mary  Stewart,Fantasy,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434466186i/27692.jpg
The Moon-Spinners,Mary  Stewart,Mystery,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374129635i/27693.jpg
Nine Coaches Waiting,Mary  Stewart,Mystery,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1550784765i/27695.jpg
The Neverending Story,Michael Ende,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554230952i/27712.jpg
Gabriel García Márquez: One Hundred Years of Solitude,Michael  Wood,Fiction,4.55,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348607320i/28087.jpg
Blue Shoes and Happiness,Alexander McCall Smith,Mystery,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388226464i/28184.jpg
The Sea of Monsters,Rick Riordan,Fantasy,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400602661i/28186.jpg
The Lightning Thief,Rick Riordan,Fantasy,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400602609i/28187.jpg
Last of the Wilds,Trudi Canavan,Fantasy,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657400839i/28246.jpg
Voice of the Gods,Trudi Canavan,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410141970i/28247.jpg
The High Lord,Trudi Canavan,Fantasy,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327357942i/28251.jpg
Life: A User's Manual,Georges Perec,Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651520103i/28293.jpg
The Hawk Is Dying,Harry Crews,Fiction,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1674658801i/28329.jpg
The Blue Flowers,Raymond Queneau,Fiction,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328003015i/28370.jpg
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust,Fiction,4.5,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657565921i/28395.jpg
J R,William Gaddis,Fiction,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1269794339i/28434.jpg
The Soulforge,Margaret Weis,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329102570i/28524.jpg
Dragonsong,Anne McCaffrey,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407659596i/28541.jpg
Dragonsinger,Anne McCaffrey,Fantasy,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410942014i/28547.jpg
Dragondrums,Anne McCaffrey,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410942131i/28553.jpg
Immortality,Milan Kundera,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388507539i/28634.jpg
Stone of Farewell,Tad Williams,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441754723i/28689.jpg
To Green Angel Tower,Tad Williams,Fantasy,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347824309i/28691.jpg
Take a Thief,Mercedes Lackey,Fantasy,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1297395579i/28733.jpg
Magic's Price,Mercedes Lackey,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478489331i/28734.jpg
Magic's Pawn,Mercedes Lackey,Fantasy,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1345854036i/28759.jpg
Magic's Promise,Mercedes Lackey,Fantasy,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923597i/28760.jpg
The Last Herald-Mage,Mercedes Lackey,Fantasy,4.5,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389041125i/28762.jpg
His Master's Voice,Stanisław Lem,Science Fiction,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386748165i/28763.jpg
Fiasco,Stanisław Lem,Science Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1287614689i/28766.jpg
The Gospel According to Jesus Christ,José Saramago,Fiction,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519393758i/28859.jpg
Dark Prince,Christine Feehan,Romance,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405352801i/28866.jpg
Dragonology: The Complete Book of Dragons,Ernest Drake,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390435346i/28873.jpg
His Majesty's Dragon,Naomi Novik,Fantasy,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1376392909i/28876.jpg
Red Dragon,Thomas  Harris,Horror,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1593241110i/28877.jpg
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,Fiction,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331419009i/28881.jpg
The Remains of the Day,Kazuo Ishiguro,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327128714i/28921.jpg
Cruddy,Lynda Barry,Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442887874i/29015.jpg
